lmd,r,s,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0.5,0.5,1,0.006797697112336822,0.019537528822486508,0.0008564598186310982,0.0001428105756688301,0.0014701449528565396,0.9299543092936963,0.0004912516583413569,0.00019074894083603188,0.002240978003639494,0.010831872894492339,0.0016234180171165388,0.0002721723159565534,0.021252468795309183,0.001315687989411612,0.0025722228820675343,0.00045022792715360263
