beta,lmd,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0.16,0.1,0.009295364345155363,6.365575213313643e-05,7.609073896336393e-05,6.917269534342053e-08,0.011048296606543391,7.104177240479705e-05,4.819648026816787e-05,4.692953952473209e-10,0.44766640102934,0.04199423351303176,3.789660189942005e-05,1.1118699943375085e-07,0.4476664010293403,0.04199423351303143,3.789660189942005e-05,1.1118699942414199e-07
